Sample_ID,Data_Source,Molecular_Formula,Empirical_Formula,Dominant_Phase,Hf_content_wt%,Zr_content_wt%,Ta_content_wt%,Nb_content_wt%,Ti_content_wt%,Si_content_wt%,C_content_wt%,B_content_wt%,Valence_Electron_Conc,Sintering_Temp_C,Sintering_Time_min,Sintering_Pressure_MPa,Heating_Rate_C_per_min,Atmosphere,Atmosphere_Code,Powder_Particle_Size_um,Milling_Time_h,Milling_Speed_rpm,Ball_to_Powder_Ratio,Cooling_Rate_C_per_min,Homologous_Temperature,Grain_Size_um,Grain_Aspect_Ratio,Porosity_%,Density_g_cm3,Relative_Density_%,Phase_Fraction_Carbide_%,Phase_Fraction_Boride_%,SiC_Phase_Fraction_%,Mixing_Enthalpy_kJ_mol,Atomic_Size_Mismatch_%,Mixing_Entropy_J_molK,Omega_Phase_Stability,Electronegativity_Difference,Liquidus_Temp_C,Num_Principal_Elements,Phase_Stability_Index,Vickers_Hardness_GPa,Fracture_Toughness_MPa_m05,Flexural_Strength_MPa,Youngs_Modulus_GPa,Weibull_Modulus,Poisson_Ratio,Shear_Modulus_GPa,Bulk_Modulus_GPa,Pughs_Ratio_K_G,Critical_Flaw_Size_um,Specific_Strength_MPa_gcm3,Specific_Stiffness_GPa_gcm3,Nano_Hardness_GPa,Elastic_Energy_Density_MJ_m3,Thermal_Conductivity_W_mK,Thermal_Shock_Resistance_dT_C,CTE_1e6_per_C,Melting_Decomp_Temp_C,Specific_Heat_Cp_J_kgK,Thermal_Diffusivity_mm2_s,Thermal_Mismatch_Stress_MPa,Biot_Number,Phonon_MFP_nm,Cp_HighTemp_J_kgK,Reradiation_Flux_kW_m2,K_Therm_HighTemp_W_mK,Oxide_Thickness_100h_um,Kp_Parabolic_mg2_cm4s,Oxidation_Activation_Energy_kJ_mol,Hot_Corrosion_Resistance_Index,O2_Diffusion_Coeff_m2s,Mass_Gain_Oxidation_mg_cm2,Spallation_Resistance,BET_Surface_Area_m2_g,Milling_Energy_kJ_g,Green_Density_g_cm3,Densification_Rate_%_min,Sintering_Activation_Energy_kJ_mol,Powder_Flowability_s_50g,Carrs_Index_%,CTOD_um,J_Integral_kJ_m2,Notch_Sensitivity_Ratio,R_Curve_Slope,Fatigue_Crack_Growth_nm_cycle,Damage_Tolerance_Index,Test_Temperature_C,Oxidation_Rate_mg_cm2s,Creep_Rate_per_s,Emissivity,Ablation_Rate_mm_per_s,Leading_Edge_Survivability_mm,Plasma_Recession_Rate_um_s,Aero_Structural_FOM,TPS_Efficiency_Index,Service_Life_h,Heat_Absorption_Specific_J_g,Reusability_Index
UHTM_0283,Synthetic,Hf0.05Zr0.04Ta0.02Nb0.03Ti0.03Si0.31C0.52,Hf2.1Zr2.0TaNb1.2Ti1.6Si14.2C24.0,HfSi,23.183,11.313,11.211,6.933,4.733,24.664,17.854,0.108,4.1804,1725.3,146.7,34.33,31.82,He,3,9.269,42.18,189.8,8.68,28.3,0.5861,18.513,2.453,4.205,6.4679,96.6,61.48,18.45,28.96,-3.6118,15.0,10.7502,10.1039,0.4404,4000.0,6,10.863,23.313,6.38,741.55,384.69,9.93,0.2162,143.92,227.97,1.5103,23.5622,117.025,61.193,22.771,0.01485,43.436,100.0,8.0011,3394.6,387.01,16.7948,15.9,0.0447,5.0,510.72,163.696,12.328,500.0,100.0,218.22,8.184,8.4167e-16,200.0,0.6301,0.1,15.1165,4.5602,0.18665,426.38,60.0,23.601,0.1656,0.11425,1.0,0.3706,0.000631,0.3265,1075.9,0.33517,2.294e-09,0.8675,0.01128,15.0,6.2475,37.3692,0.9858,1111.33,423.13,8.263
UHTM_0284,Experimental,Hf0.02Zr0.04Nb0.03Si0.22C0.45B0.23,HfZr2.0Nb1.4Si10.0C20.4B10.3,ZrSi,15.725,16.143,0.231,11.31,0.54,24.687,21.582,9.781,4.0176,1635.1,91.2,91.29,9.84,N2,2,0.19,42.25,300.1,6.64,39.58,0.5712,41.747,4.379,4.51,5.7888,89.447,71.47,40.55,32.41,-1.0766,15.0,11.4563,34.6097,0.38,4000.0,6,12.715,19.53,8.435,326.89,357.99,5.0,0.2269,138.48,211.06,1.5002,100.0,64.479,58.991,18.37,0.001,36.261,100.0,6.8794,3252.5,397.06,15.822,0.0,0.0644,5.0,567.25,1026.524,5.0,500.0,100.0,218.8,7.398,2.109895e-14,200.0,0.671,5.5286,30.0,4.6582,0.29534,391.47,11.804,21.132,0.61136,0.19605,1.0,0.6217,0.000258,0.3265,1830.2,1.45945,1.1264e-08,0.9279,0.01826,15.0,10.1051,23.0097,0.4276,298.49,709.76,2.388
UHTM_0285,Experimental,Hf0.06Zr0.04Ta0.01Nb0.04Si0.26C0.34B0.25,Hf4.7Zr2.9TaNb3.0Si21.8C27.7B20.5,HfSi,30.337,9.571,6.55,9.922,1.405,22.147,12.033,8.036,4.0844,1931.4,117.7,56.83,5.76,Vacuum,0,0.847,32.09,436.2,16.92,27.53,0.6463,22.986,2.674,2.153,6.6853,96.746,59.44,33.64,27.21,-4.097,15.0,13.003,10.7408,0.391,4000.0,7,18.462,22.855,7.291,629.94,395.04,6.97,0.2256,156.38,248.05,1.5928,42.6428,112.122,51.803,21.879,0.001,42.297,100.0,7.3322,3384.3,417.66,15.4607,3.17,0.0922,5.0,539.87,441.319,9.377,500.0,100.0,228.58,7.507,6.8721e-15,200.0,0.6206,0.8877,30.0,4.9509,0.31933,420.49,19.619,18.295,0.19766,0.13397,1.0,0.4245,0.000452,0.3376,1442.4,0.52802,2.302e-09,0.8999,0.00749,15.0,4.3603,32.4083,0.4184,821.44,624.63,7.06
UHTM_0286,Synthetic,Hf0.04Zr0.19Ta0.04Nb0.09Ti0.04Si0.22C0.32B0.06,Hf1.1Zr5.3TaNb2.5TiSi6.1C8.9B1.7,ZrSi,13.64,33.574,12.545,16.267,3.354,11.921,7.434,1.266,4.2755,1957.1,109.1,76.77,45.93,He,3,2.579,60.2,380.5,6.48,16.87,0.6326,36.118,2.763,0.846,6.834,99.9,50.15,19.45,14.26,-1.6405,15.0,14.7447,30.675,0.4816,4000.0,6,15.194,23.846,6.325,442.02,396.04,5.86,0.2009,168.02,211.43,1.2807,65.1654,66.946,52.193,22.139,0.00785,42.324,100.0,7.4628,3413.0,392.18,16.3072,17.06,0.0365,5.0,508.61,242.014,9.534,500.0,100.0,211.63,6.421,1.30721e-15,200.0,0.6311,0.605,30.0,5.214,0.39042,441.55,33.406,17.567,0.233,0.09379,1.0,0.5388,0.000555,0.2848,1200.5,0.74189,1.775e-09,0.8895,0.01089,15.0,5.8836,21.7864,0.4757,585.25,467.56,5.812
UHTM_0287,Synthetic,Hf0.05Zr0.07Nb0.03Ti0.07Si0.29C0.30B0.18,Hf1.4Zr2.1NbTi2.0Si8.4C8.8B5.2,HfSi,24.415,18.184,1.632,8.867,9.021,22.481,10.044,5.356,4.0514,2123.1,213.9,98.7,17.13,Ar,1,6.726,19.08,415.6,9.07,7.68,0.7149,5.819,3.537,4.482,6.3667,94.567,54.24,24.52,30.77,-3.8483,15.0,14.016,11.7003,0.4148,4000.0,7,13.834,24.846,6.433,900.0,374.05,11.82,0.2121,177.43,230.98,1.3809,16.2615,155.273,58.551,23.206,0.0062,40.651,100.0,6.5721,3212.5,409.13,15.3466,17.31,0.0987,44.078,592.7,1722.67,6.366,500.0,100.0,229.09,4.893,1.7929606e-13,200.0,0.5867,0.1,30.0,5.0638,0.16855,403.22,53.085,21.111,0.13705,0.11534,0.9804,0.231,0.000444,0.2708,2157.7,3.06936,2.7729e-08,0.8679,0.02226,15.0,11.9396,50.0,1.7942,166.33,894.53,0.0
UHTM_0288,Synthetic,Hf0.06Zr0.06Ta0.01Nb0.04Ti0.03Si0.12C0.53B0.16,Hf4.2Zr4.2TaNb2.6Ti1.8Si8.2C36.6B11.1,HfC,30.784,15.95,7.446,9.778,3.518,9.491,18.107,4.927,4.123,1946.2,220.1,24.01,41.89,Vacuum,0,8.894,32.3,240.4,17.83,44.49,0.637,42.383,4.098,0.689,6.8039,98.272,63.49,33.52,8.67,-4.461,15.0,12.4534,10.0042,0.4519,4000.0,6,6.237,23.979,8.579,429.87,414.13,5.0,0.2006,177.16,236.84,1.3978,100.0,63.454,65.865,22.93,0.001,47.43,100.0,7.5882,3583.7,376.6,19.2043,5.67,0.0813,5.0,509.49,309.045,8.164,500.0,100.0,225.82,6.954,3.9427e-15,200.0,0.6026,0.1,18.5989,4.7694,0.18848,421.49,60.0,15.246,0.42471,0.18137,0.8944,0.6508,0.000301,0.4131,1326.1,0.33681,1.526e-09,0.8447,0.01591,15.0,10.5318,20.1605,1.4609,1014.05,477.05,7.839
UHTM_0289,Synthetic,Hf0.04Zr0.06Ti0.03Si0.29C0.53B0.04,Hf1.1Zr1.8TiSi8.5C15.3B1.1,HfSi,23.073,19.066,0.765,1.152,5.553,27.681,21.343,1.368,4.0055,1807.3,133.5,27.74,49.97,Ar,1,4.653,38.71,261.9,10.2,24.07,0.6182,36.918,1.135,1.654,6.9206,99.9,73.71,21.54,31.0,-4.365,15.0,10.5047,7.8067,0.4322,4000.0,5,0.912,22.391,5.497,479.41,409.24,6.29,0.2098,167.02,227.42,1.3269,41.8556,63.669,66.971,20.679,0.00456,47.919,100.0,7.6927,3243.9,435.7,15.8799,0.0,0.0672,5.0,559.9,328.351,13.011,500.0,100.0,241.22,7.85,1.26121e-15,200.0,0.5676,0.1,26.6118,4.626,0.31165,394.5,42.243,16.984,0.15441,0.07027,1.0,0.5289,0.000865,0.2897,1335.5,0.31938,2.851e-09,0.8549,0.00717,15.0,4.1953,21.8306,0.327,1266.59,563.98,8.304
UHTM_0290,Synthetic,Hf0.06Zr0.10Nb0.03Ti0.01Si0.29C0.22B0.29,Hf4.2Zr7.7Nb2.0TiSi21.6C16.4B22.1,HfSi,27.048,25.287,1.386,6.856,1.729,21.95,7.099,8.645,3.996,2081.8,99.3,77.64,14.51,N2,2,6.109,47.78,257.5,19.6,44.03,0.6824,10.98,3.373,0.21,7.1904,99.9,48.7,37.76,29.77,-5.0746,15.0,13.4326,9.0606,0.3867,4000.0,6,7.62,23.337,5.583,869.32,415.13,11.96,0.2069,162.28,242.27,1.4575,13.1301,148.565,56.31,22.111,0.001,55.238,100.0,7.4003,3422.9,435.59,18.2692,2.93,0.01,28.33,576.57,408.74,9.282,500.0,100.0,230.47,6.952,3.41542e-15,200.0,0.6604,0.279,30.0,5.4096,0.36059,399.15,47.793,21.037,0.08789,0.07226,1.0,0.275,0.000765,0.2457,1412.6,0.41548,1.949e-09,0.8994,0.0033,15.0,2.2252,39.2719,0.9236,1109.34,597.95,7.555
UHTM_0291,Experimental,Hf0.04Zr0.06Ta0.03Nb0.01Ti0.07Si0.39C0.29B0.11,Hf2.6Zr4.0Ta1.8NbTi5.3Si28.2C20.6B8.2,HfSi,17.406,13.893,12.485,3.542,9.606,30.249,9.443,3.376,4.1265,1924.2,52.4,42.55,16.93,Vacuum,0,1.966,56.45,176.7,19.7,29.71,0.6638,7.692,1.747,5.101,6.2635,96.034,47.7,26.75,36.39,-5.2593,15.0,13.2801,8.0433,0.397,4000.0,6,6.324,25.921,4.437,900.0,369.64,11.15,0.2213,140.62,222.53,1.511,7.7371,131.509,59.853,24.016,0.00913,43.935,100.0,6.8419,3185.4,420.24,16.6127,30.61,0.0754,45.626,544.47,1011.621,6.008,500.0,100.0,227.71,7.082,5.49745e-15,200.0,0.5625,0.7739,17.634,4.6822,0.7562,395.22,25.577,20.969,0.07042,0.05547,0.9986,0.2232,0.001368,0.1336,1880.2,1.23929,1.1469e-08,0.8308,0.00636,15.0,3.9605,50.0,0.4527,378.26,778.85,3.117
UHTM_0292,Experimental,Hf0.02Zr0.07Nb0.04Ti0.02Si0.30C0.52B0.02,Hf1.1Zr3.7Nb2.0TiSi14.9C25.8B1.1,ZrSi,12.434,21.614,2.919,12.163,3.086,27.076,19.969,0.739,4.1434,1647.6,230.2,34.74,34.83,N2,2,8.069,28.43,124.5,9.02,34.04,0.5687,16.156,2.384,0.303,6.5865,99.9,68.84,18.28,32.01,-5.7541,15.0,10.7647,5.7677,0.4345,4000.0,5,11.645,24.371,5.617,789.45,409.86,13.33,0.2123,176.27,245.3,1.3411,16.1142,149.073,71.582,23.164,0.001,37.923,100.0,6.7354,3083.0,430.04,13.2735,12.51,0.0499,5.0,604.79,1215.336,5.0,500.0,100.0,216.79,5.965,1.355033e-14,200.0,0.5503,0.1,4.5407,4.6392,0.15409,412.42,58.906,16.363,0.07804,0.07587,0.9242,0.3301,0.00093,0.2081,1989.5,1.91918,1.2014e-08,0.8136,0.01224,14.614,8.0153,43.5107,0.3104,236.86,851.62,0.0
UHTM_0293,Experimental,Hf0.08Zr0.07Ta0.02Nb0.03Ti0.02Si0.22C0.34B0.21,Hf5.0Zr4.5Ta1.5Nb1.9TiSi13.5C20.9B12.7,HfSi,35.034,15.938,10.252,6.939,1.869,14.803,9.791,5.372,4.1182,1939.5,42.6,23.15,48.45,N2,2,9.677,46.52,336.4,5.61,40.41,0.6248,48.815,2.392,0.51,7.1655,99.9,57.63,26.97,15.37,-4.198,15.0,14.0529,12.1648,0.4389,4000.0,7,8.008,23.292,7.238,237.48,418.49,5.0,0.209,166.72,245.66,1.5165,100.0,49.425,60.988,21.529,0.001,44.589,100.0,8.0047,3633.9,421.97,15.036,0.0,0.01,5.0,497.28,147.877,10.006,500.0,100.0,240.25,6.978,5.078e-16,200.0,0.5627,0.1,30.0,4.7305,0.89783,423.92,60.0,22.75,0.52164,0.12171,0.9728,0.6812,0.000477,0.3096,1026.4,0.42798,1.844e-09,0.8903,0.01895,15.0,9.9825,9.933,1.1968,803.55,407.33,6.79
UHTM_0294,Synthetic,Hf0.05Zr0.08Ta0.03Nb0.04Ti0.04Si0.13C0.39B0.25,Hf1.7Zr2.9TaNb1.4Ti1.4Si4.8C14.3B9.0,HfC,22.0,19.742,13.419,9.93,5.027,9.917,12.774,7.19,4.1616,2144.8,92.5,21.75,46.21,N2,2,2.759,10.84,495.7,15.58,33.3,0.707,13.213,2.876,1.633,6.9897,99.9,58.0,31.36,12.8,-1.5551,15.0,13.9036,30.5953,0.4401,4000.0,8,16.866,23.602,6.197,787.03,409.77,9.81,0.195,168.61,227.53,1.2699,19.7332,106.851,59.311,23.062,0.001,46.35,100.0,8.4899,3422.1,388.51,17.222,5.48,0.01,19.604,500.88,346.639,8.013,500.0,0.359227,211.61,7.34,2.16809e-15,49.0055,0.4953,0.4399,26.6668,4.8737,0.35841,440.08,33.426,20.108,0.11202,0.09174,0.975,0.3004,0.000632,0.1459,1362.8,0.01,2.879e-09,0.8738,0.01013,15.0,5.8875,32.1562,0.1,2000.0,528.45,9.014
UHTM_0295,Experimental,Hf0.03Zr0.03Ta0.04Si0.21C0.68B0.01,Hf2.7Zr2.0Ta2.9Si16.3C54.2B,TaC,20.587,7.77,22.816,0.891,0.078,19.579,27.817,0.462,4.2324,1837.8,92.6,81.96,27.63,N2,2,4.999,67.15,166.7,11.76,20.5,0.6279,23.078,2.337,2.889,6.3183,95.478,86.94,18.76,24.58,-2.8657,15.0,8.2389,9.8718,0.3992,4000.0,5,0.386,22.964,6.616,661.6,392.74,7.57,0.1988,177.06,217.99,1.2234,31.8343,111.21,63.21,21.554,0.001,39.905,100.0,7.5458,3433.7,452.84,13.6699,0.0,0.01,5.0,607.53,652.831,8.294,500.0,100.0,226.68,7.854,3.76512e-15,200.0,0.5485,0.1,18.6935,4.8981,0.35732,433.73,45.2,17.322,0.17693,0.10943,0.9759,0.4111,0.000597,0.2631,1646.5,0.46991,6.689e-09,0.8473,0.01486,14.573,8.4018,35.2606,0.9451,787.34,727.25,6.867
UHTM_0296,Synthetic,Hf0.07Zr0.13Ta0.01Si0.27C0.23B0.28,Hf7.2Zr13.3TaSi27.1C22.6B27.5,HfSi,31.459,29.818,4.453,1.415,0.085,18.769,6.673,7.328,3.9854,1777.8,97.3,30.75,40.78,N2,2,0.953,27.58,118.7,6.51,26.17,0.5677,1.986,1.429,1.932,7.0477,99.9,51.3,35.76,20.33,-4.4225,15.0,13.2054,10.4944,0.4115,4000.0,5,7.23,23.29,4.934,900.0,424.07,12.48,0.2082,161.78,251.27,1.5381,9.5663,113.723,63.082,22.28,0.001,54.711,100.0,7.1704,3514.6,408.77,19.5689,0.0,0.01,70.728,549.94,490.584,10.398,500.0,45.486112,219.68,8.84,2.42044e-15,200.0,0.5873,0.943,3.9115,4.7826,0.37542,425.04,24.47,20.35,0.05502,0.0594,1.0,0.1693,0.001121,0.2716,1498.0,0.1124,2.823e-09,0.8758,0.01324,15.0,6.9021,41.8982,0.917,2000.0,620.33,8.972
UHTM_0297,Synthetic,Hf0.08Zr0.12Nb0.04Ti0.02Si0.09C0.46B0.19,Hf4.5Zr6.8Nb2.5TiSi5.0C26.8B10.8,HfC,34.198,26.195,3.1,9.945,2.028,5.98,13.628,4.926,4.0812,1686.1,64.5,57.42,11.11,Vacuum,0,5.635,52.53,411.8,15.61,40.35,0.5339,20.163,1.583,0.528,7.73,99.9,61.46,27.47,6.9,-3.8119,15.0,13.0875,11.8951,0.4862,4000.0,5,10.77,21.311,5.313,733.56,424.03,8.47,0.1896,180.38,239.42,1.2894,16.7004,100.828,48.754,20.022,0.001,53.673,100.0,8.3405,3464.6,368.65,18.3567,12.97,0.01,5.0,553.99,2382.434,8.478,500.0,100.0,218.75,2.202,1.8236852e-13,200.0,0.549,0.131,30.0,5.704,0.59977,400.68,47.804,18.632,0.08372,0.06545,0.9336,0.349,0.000949,0.2298,2326.3,5.10459,4.206e-08,0.9203,0.0358,15.0,19.9809,26.902,1.2646,94.35,851.88,0.0
UHTM_0298,Synthetic,Hf0.06Zr0.13Si0.40C0.33B0.06,HfZr2.2Si6.5C5.3B,ZrSi,27.084,29.513,3.227,1.668,0.567,26.919,9.43,1.593,4.033,1690.9,194.5,68.47,48.98,Ar,1,5.078,1.46,201.0,5.47,19.31,0.5495,28.78,1.134,0.01,7.3479,99.9,53.76,28.43,31.63,-4.9126,15.0,12.0128,8.177,0.4444,4000.0,4,3.699,22.338,5.204,614.34,423.92,5.13,0.2369,164.13,269.94,1.5795,22.8389,86.829,61.495,20.747,0.001,52.954,100.0,7.3947,3344.0,401.0,18.2612,0.0,0.0708,5.0,552.81,1831.157,6.186,500.0,100.0,229.55,4.37,7.300035e-14,200.0,0.5842,0.117,0.6165,5.5706,0.2211,424.65,48.944,21.755,0.09949,0.04949,0.9894,0.4498,0.000952,0.2733,2181.6,3.12607,2.3765e-08,0.8958,0.02526,15.0,13.472,26.625,0.9695,156.56,877.31,0.0
UHTM_0299,Synthetic,Hf0.07Zr0.10Ta0.03Si0.36C0.36B0.07,Hf2.5Zr3.5TaSi12.5C12.6B2.3,HfSi,29.98,21.132,12.0,1.008,1.018,23.213,10.023,1.626,4.1138,1859.7,55.7,54.27,48.4,Vacuum,0,1.53,14.77,431.9,18.05,20.02,0.6035,47.68,2.881,2.831,6.8816,99.742,54.83,26.33,28.37,-2.6986,15.0,12.5132,16.0685,0.4503,4000.0,5,13.757,25.267,8.038,341.47,398.14,5.0,0.2242,175.7,246.64,1.309,100.0,58.286,60.051,24.038,0.001,47.461,100.0,7.2931,3465.3,387.51,18.0648,21.04,0.0304,5.0,508.07,1107.376,5.681,500.0,100.0,207.75,6.227,2.05592e-14,200.0,0.5931,0.4021,27.45,5.1584,0.77267,426.65,27.6,18.625,0.46697,0.16182,0.9901,0.6882,0.000252,0.3618,1938.8,1.54069,1.2055e-08,0.821,0.02293,15.0,13.7562,17.1424,1.5245,283.17,737.07,1.732
UHTM_0300,Synthetic,Hf0.03Zr0.11Ta0.03Ti0.03Si0.11C0.51B0.19,HfZr4.3Ta1.1TiSi4.4C20.1B7.4,ZrC,14.384,31.081,15.649,0.201,3.753,9.749,18.892,6.291,4.0956,1957.4,163.3,22.17,12.37,Vacuum,0,4.476,35.07,381.6,7.08,5.69,0.647,26.078,4.818,8.427,6.2017,96.426,67.55,35.01,9.46,-7.3321,15.0,11.9745,5.4317,0.4529,4000.0,6,12.893,23.584,7.683,594.12,332.43,7.46,0.1961,131.46,191.68,1.3934,53.2319,91.761,59.045,22.746,0.001,40.393,100.0,7.3206,3325.9,383.31,17.5246,17.02,0.0672,5.0,493.85,483.826,8.474,500.0,100.0,208.29,6.947,1.39531e-15,200.0,0.6719,0.1,30.0,4.1559,0.26367,451.14,40.208,22.508,0.30957,0.17406,1.0,0.4633,0.000339,0.3863,1507.1,0.50057,4.317e-09,0.8655,0.01323,15.0,8.3496,39.3825,0.7891,780.11,573.58,7.226
UHTM_0301,Synthetic,Hf0.03Zr0.10Nb0.06Ti0.06Si0.28C0.37B0.10,HfZr3.8Nb2.3Ti2.5Si11.2C14.5B4.1,ZrSi,12.723,24.437,0.681,15.459,8.647,22.467,12.393,3.193,4.1295,1648.4,56.0,82.68,18.47,Vacuum,0,3.408,63.23,478.3,6.91,45.81,0.5631,41.046,1.463,3.321,6.5427,99.9,57.68,26.03,29.46,-2.0366,15.0,13.5576,20.214,0.4364,4000.0,6,7.366,18.618,7.176,312.47,380.18,6.63,0.2044,163.19,230.39,1.4076,100.0,49.349,60.578,16.777,0.001,44.992,100.0,7.9002,3036.5,433.78,16.3949,0.0,0.01,5.0,620.81,1471.308,6.057,500.0,100.0,218.08,5.624,5.112812e-14,200.0,0.6416,0.4639,30.0,5.0656,0.61173,402.45,33.434,16.322,0.4288,0.13879,1.0,0.5943,0.000377,0.3695,2051.0,2.24022,2.4175e-08,0.8915,0.0282,14.915,16.4608,15.7842,1.2527,191.35,874.13,0.0
UHTM_0302,Experimental,Hf0.04Zr0.02Ta0.03Nb0.03Ti0.03Si0.21C0.42B0.22,Hf1.7ZrTa1.1Nb1.2Ti1.2Si8.5C17.2B9.0,HfSi,22.802,7.027,14.93,8.821,4.561,18.465,15.913,7.482,4.1627,2163.7,44.8,20.84,9.51,He,3,5.266,37.96,263.6,7.64,5.46,0.738,27.583,4.785,1.233,6.4097,95.896,65.46,39.51,23.99,-5.7728,15.0,12.8982,7.537,0.3998,4000.0,7,22.041,26.13,7.916,677.68,437.53,10.58,0.2104,166.27,266.13,1.6304,43.4289,110.489,73.366,24.628,0.00153,38.985,100.0,7.6026,3373.3,399.14,15.1471,0.0,0.01,5.0,587.5,2132.43,5.0,500.0,100.0,215.83,3.488,1.0854416e-13,200.0,0.5918,0.3036,26.4428,4.3455,0.85144,433.4,46.389,23.067,0.2168,0.14402,0.9767,0.4842,0.00035,0.2903,2265.5,4.23433,3.1444e-08,0.9055,0.03428,15.0,18.2967,31.8729,0.8336,108.05,900.34,0.0
UHTM_0303,Synthetic,Hf0.05Zr0.07Nb0.02Ti0.03Si0.26C0.34B0.23,Hf2.8Zr3.7NbTi1.9Si14.9C19.5B13.3,HfSi,27.482,18.441,0.988,5.035,4.871,22.685,12.719,7.78,3.9824,2053.1,221.0,80.95,17.23,He,3,5.898,66.95,364.8,19.4,32.76,0.6882,2.519,3.933,4.682,7.0589,99.9,56.27,34.91,26.5,-5.4519,15.0,13.11,7.832,0.4063,4000.0,6,2.865,25.045,5.874,900.0,362.75,14.49,0.2062,162.8,216.06,1.4077,13.5594,122.613,46.774,23.488,0.0091,44.434,100.0,7.5722,3257.0,415.51,15.1658,11.86,0.01,61.215,571.68,1103.645,5.175,500.0,100.0,213.82,6.563,8.666216e-14,200.0,0.5056,0.1325,30.0,5.3045,0.20662,413.3,48.795,21.534,0.10047,0.09163,1.0,0.1931,0.000584,0.25,1892.2,1.06853,1.2198e-08,0.8877,0.01225,15.0,7.3023,46.5333,0.7749,415.7,778.24,4.219
UHTM_0304,Synthetic,Hf0.06Zr0.07Ta0.02Nb0.02Ti0.02Si0.27C0.26B0.29,Hf3.8Zr4.6Ta1.2NbTi1.3Si18.0C17.1B19.0,HfSi,28.208,17.607,9.451,3.883,2.562,21.13,8.571,8.587,4.0475,1952.0,69.9,91.46,41.72,Vacuum,0,0.184,34.83,285.9,15.4,21.25,0.6445,16.093,3.55,1.055,6.8584,99.9,49.63,37.08,24.92,-6.6959,15.0,13.5316,6.8644,0.3898,4000.0,6,1.792,22.725,6.581,708.93,411.02,8.61,0.2053,177.87,228.27,1.3001,27.4285,117.428,56.947,21.467,0.01032,46.369,100.0,7.462,3396.7,402.05,16.7988,16.78,0.0622,5.0,584.29,1750.471,5.0,500.0,100.0,219.46,5.563,1.8896116e-13,200.0,0.6106,4.7977,28.578,5.4298,0.66066,473.1,9.013,17.914,0.14854,0.10208,0.9384,0.3384,0.000526,0.2498,2176.7,2.791,2.4859e-08,0.8588,0.02147,15.0,12.5456,33.7962,1.386,164.35,880.42,0.0
UHTM_0305,Experimental,Hf0.09Zr0.08Ta0.04Nb0.03Ti0.09Si0.25C0.32B0.11,Hf3.5Zr3.0Ta1.4NbTi3.4Si9.7C12.2B4.3,HfSi,33.381,14.708,13.367,4.945,8.783,14.544,7.825,2.448,4.1586,2097.1,202.5,54.63,22.02,Ar,1,7.634,35.31,352.2,17.02,20.88,0.6797,28.99,3.581,1.489,6.8382,97.669,48.37,25.41,17.18,-4.6187,15.0,14.9851,11.4163,0.4577,4000.0,6,6.66,24.901,6.553,592.71,407.36,6.04,0.1974,165.65,211.25,1.3049,38.9043,87.977,60.334,24.084,0.001,43.722,100.0,8.1139,3518.7,400.76,16.8267,4.42,0.0634,5.0,581.31,1565.989,5.0,500.0,100.0,213.66,4.683,6.646822e-14,200.0,0.4849,0.1,30.0,5.1005,0.15417,431.17,57.655,16.721,0.17598,0.10626,0.9653,0.4724,0.000515,0.2281,2123.7,2.67196,2.1496e-08,0.8418,0.01972,14.84,10.8317,26.2451,0.7034,178.76,850.47,0.0
UHTM_0306,Synthetic,Hf0.07Zr0.07Ta0.03Nb0.04Ti0.02Si0.25C0.25B0.26,Hf3.0Zr3.1Ta1.2Nb1.5TiSi10.5C10.3B10.8,HfSi,30.436,16.137,12.007,8.009,2.737,16.919,7.071,6.684,4.1333,1648.1,144.4,62.84,8.98,Vacuum,0,7.159,8.62,279.8,10.96,34.3,0.5363,47.554,4.307,1.297,7.1314,99.9,56.74,35.47,18.75,-5.8667,15.0,14.4603,8.3702,0.4058,4000.0,7,9.741,21.133,8.565,270.79,410.21,5.0,0.1999,174.08,233.41,1.4212,100.0,41.416,53.766,20.273,0.001,48.082,100.0,7.818,3395.9,369.27,18.5838,15.66,0.0145,5.0,505.64,1007.841,8.738,500.0,100.0,218.72,6.315,4.31002e-15,200.0,0.5782,0.314,6.785,5.2182,0.22599,444.98,54.064,19.014,0.64172,0.17865,0.9065,0.6962,0.000285,0.4554,1857.6,1.61416,9.873e-09,0.8679,0.02416,15.0,12.7468,11.8308,0.835,270.15,681.48,1.071
UHTM_0307,Synthetic,Hf0.06Zr0.12Ta0.03Nb0.04Si0.27C0.33B0.15,Hf2.0Zr3.9TaNb1.4Si9.1C11.2B5.1,ZrSi,24.085,24.332,12.254,8.512,0.747,17.286,9.085,3.7,4.1707,1886.1,46.3,58.16,20.4,N2,2,3.726,57.79,175.5,10.04,4.29,0.6116,43.027,1.428,1.187,7.15,99.9,55.22,29.31,19.86,-3.0738,15.0,14.0263,16.1099,0.4462,4000.0,6,1.282,22.036,5.947,372.57,411.05,7.07,0.2028,178.53,236.05,1.3391,81.1003,43.78,61.767,21.292,0.001,46.329,100.0,8.078,3530.4,422.88,15.8444,21.44,0.0454,5.0,554.28,452.266,7.187,500.0,100.0,214.48,5.918,1.463766e-14,200.0,0.5518,0.1855,17.8098,5.2446,0.90409,435.98,37.373,20.393,0.21916,0.08438,1.0,0.5912,0.000638,0.2351,1468.3,0.88417,3.624e-09,0.8768,0.0124,15.0,6.9644,15.6321,0.3551,496.57,612.24,5.698
